#  L TT            EE            BB            TE            PP            PT            PE           
4191 2.7695075e+00 7.7131563e-02 9.5556390e-03 -1.0225920e-01 6.6034012e-10 4.6056055e-08 2.6923339e-10
4192 2.7653019e+00 7.6978332e-02 9.5505546e-03 -1.0212223e-01 6.6008979e-10 4.6031819e-08 2.6403015e-10
4193 2.7608720e+00 7.6824956e-02 9.5455693e-03 -1.0198504e-01 6.5983976e-10 4.6007920e-08 2.5882719e-10
4194 2.7566955e+00 7.6671628e-02 9.5404942e-03 -1.0184758e-01 6.5958974e-10 4.5984340e-08 2.5362506e-10
4195 2.7522943e+00 7.6518162e-02 9.5355183e-03 -1.0170986e-01 6.5934003e-10 4.5961098e-08 2.4842450e-10
4196 2.7481463e+00 7.6364751e-02 9.5304526e-03 -1.0157184e-01 6.5909032e-10 4.5938176e-08 2.4322605e-10
4197 2.7437733e+00 7.6211208e-02 9.5254861e-03 -1.0143351e-01 6.5884093e-10 4.5915582e-08 2.3803041e-10
4198 2.7396535e+00 7.6057729e-02 9.5204296e-03 -1.0129485e-01 6.5859153e-10 4.5893299e-08 2.3283811e-10
4199 2.7353082e+00 7.5904125e-02 9.5154725e-03 -1.0115584e-01 6.5834245e-10 4.5871346e-08 2.2764990e-10
4200 2.7312161e+00 7.5750592e-02 9.5104252e-03 -1.0101646e-01 6.5809336e-10 4.5849704e-08 2.2246633e-10
4201 2.7268979e+00 7.5596943e-02 9.5054774e-03 -1.0087670e-01 6.5784459e-10 4.5828382e-08 2.1728806e-10
4202 2.7228330e+00 7.5443373e-02 9.5004395e-03 -1.0073654e-01 6.5759581e-10 4.5807362e-08 2.1211559e-10
4203 2.7185417e+00 7.5289694e-02 9.4955010e-03 -1.0059596e-01 6.5734735e-10 4.5786661e-08 2.0694957e-10
4204 2.7145035e+00 7.5136104e-02 9.4904722e-03 -1.0045495e-01 6.5709889e-10 4.5766261e-08 2.0179049e-10
4205 2.7102385e+00 7.4982414e-02 9.4855430e-03 -1.0031350e-01 6.5685074e-10 4.5746169e-08 1.9663894e-10
4206 2.7062266e+00 7.4828820e-02 9.4805234e-03 -1.0017158e-01 6.5660258e-10 4.5726367e-08 1.9149540e-10
4207 2.7019874e+00 7.4675136e-02 9.4756035e-03 -1.0002918e-01 6.5635474e-10 4.5706874e-08 1.8636054e-10
4208 2.6980012e+00 7.4521557e-02 9.4705931e-03 -9.9886295e-02 6.5610689e-10 4.5687669e-08 1.8123483e-10
4209 2.6937874e+00 7.4367898e-02 9.4656824e-03 -9.9742906e-02 6.5585936e-10 4.5668761e-08 1.7611887e-10
4210 2.6898265e+00 7.4214354e-02 9.4606811e-03 -9.9599000e-02 6.5561198e-10 4.5650142e-08 1.7101319e-10
4211 2.6856375e+00 7.4060739e-02 9.4557796e-03 -9.9454567e-02 6.5536460e-10 4.5631798e-08 1.6591831e-10
4212 2.6817016e+00 7.3907248e-02 9.4507874e-03 -9.9309593e-02 6.5511753e-10 4.5613747e-08 1.6083486e-10
4213 2.6775370e+00 7.3753696e-02 9.4458951e-03 -9.9164068e-02 6.5487045e-10 4.5595971e-08 1.5576334e-10
4214 2.6736255e+00 7.3600280e-02 9.4409121e-03 -9.9017981e-02 6.5462369e-10 4.5578477e-08 1.5070434e-10
4215 2.6694848e+00 7.3446812e-02 9.4360289e-03 -9.8871322e-02 6.5437692e-10 4.5561247e-08 1.4565837e-10
4216 2.6655971e+00 7.3293490e-02 9.4310549e-03 -9.8724081e-02 6.5413047e-10 4.5544299e-08 1.4062604e-10
4217 2.6614800e+00 7.3140127e-02 9.4261809e-03 -9.8576249e-02 6.5388401e-10 4.5527613e-08 1.3560786e-10
4218 2.6576158e+00 7.2986920e-02 9.4212159e-03 -9.8427817e-02 6.5363785e-10 4.5511198e-08 1.3060441e-10
4219 2.6535216e+00 7.2833682e-02 9.4163511e-03 -9.8278777e-02 6.5339170e-10 4.5495035e-08 1.2561622e-10
4220 2.6496804e+00 7.2680612e-02 9.4113951e-03 -9.8129121e-02 6.5314585e-10 4.5479142e-08 1.2064388e-10
4221 2.6456088e+00 7.2527521e-02 9.4065393e-03 -9.7978841e-02 6.5290000e-10 4.5463500e-08 1.1568791e-10
4222 2.6417902e+00 7.2374608e-02 9.4015923e-03 -9.7827931e-02 6.5265446e-10 4.5448118e-08 1.1074889e-10
4223 2.6377406e+00 7.2221686e-02 9.3967456e-03 -9.7676385e-02 6.5240892e-10 4.5432975e-08 1.0582734e-10
4224 2.6339441e+00 7.2068952e-02 9.3918076e-03 -9.7524195e-02 6.5216368e-10 4.5418091e-08 1.0092387e-10
4225 2.6299162e+00 7.1916221e-02 9.3869699e-03 -9.7371358e-02 6.5191844e-10 4.5403446e-08 9.6038986e-11
4226 2.6261413e+00 7.1763689e-02 9.3820408e-03 -9.7217868e-02 6.5167351e-10 4.5389049e-08 9.1173270e-11
4227 2.6221345e+00 7.1611171e-02 9.3772121e-03 -9.7063721e-02 6.5142873e-10 4.5374891e-08 8.6327266e-11
4228 2.6183809e+00 7.1458863e-02 9.3722920e-03 -9.6908912e-02 6.5118394e-10 4.5360959e-08 8.1501508e-11
4229 2.6143949e+00 7.1306581e-02 9.3674723e-03 -9.6753440e-02 6.5093946e-10 4.5347270e-08 7.6696592e-11
4230 2.6106619e+00 7.1154521e-02 9.3625611e-03 -9.6597300e-02 6.5069498e-10 4.5333807e-08 7.1913041e-11
4231 2.6066963e+00 7.1002496e-02 9.3577503e-03 -9.6440491e-02 6.5045080e-10 4.5320576e-08 6.7151429e-11
4232 2.6029837e+00 7.0850707e-02 9.3528479e-03 -9.6283010e-02 6.5020662e-10 4.5307559e-08 6.2412287e-11
4233 2.5990379e+00 7.0698965e-02 9.3480461e-03 -9.6124855e-02 6.4996274e-10 4.5294775e-08 5.7696199e-11
4234 2.5953452e+00 7.0547468e-02 9.3431526e-03 -9.5966026e-02 6.4971886e-10 4.5282203e-08 5.3003698e-11
4235 2.5914189e+00 7.0396032e-02 9.3383597e-03 -9.5806523e-02 6.4947529e-10 4.5269854e-08 4.8335351e-11
4236 2.5877456e+00 7.0244851e-02 9.3334750e-03 -9.5646342e-02 6.4923171e-10 4.5257706e-08 4.3691697e-11
4237 2.5838384e+00 7.0093742e-02 9.3286910e-03 -9.5485487e-02 6.4898843e-10 4.5245779e-08 3.9073311e-11
4238 2.5801841e+00 6.9942901e-02 9.3238151e-03 -9.5323957e-02 6.4874515e-10 4.5234053e-08 3.4480733e-11
4239 2.5762956e+00 6.9792143e-02 9.3190400e-03 -9.5161752e-02 6.4850217e-10 4.5222537e-08 2.9914525e-11
4240 2.5726600e+00 6.9641664e-02 9.3141728e-03 -9.4998875e-02 6.4825919e-10 4.5211212e-08 2.5375233e-11
4241 2.5687896e+00 6.9491280e-02 9.3094065e-03 -9.4835327e-02 6.4801652e-10 4.5200096e-08 2.0863422e-11
4242 2.5651723e+00 6.9341187e-02 9.3045481e-03 -9.4671111e-02 6.4777399e-10 4.5189175e-08 1.6379642e-11
4243 2.5613198e+00 6.9191200e-02 9.2997906e-03 -9.4506229e-02 6.4753146e-10 4.5178441e-08 1.1924444e-11
4244 2.5577204e+00 6.9041515e-02 9.2949410e-03 -9.4340685e-02 6.4728923e-10 4.5167902e-08 7.4983879e-12
4245 2.5538853e+00 6.8891947e-02 9.2901923e-03 -9.4174481e-02 6.4704699e-10 4.5157539e-08 3.1020244e-12
4246 2.5503033e+00 6.8742695e-02 9.2853513e-03 -9.4007623e-02 6.4680506e-10 4.5147371e-08 -1.2640891e-12
4247 2.5464853e+00 6.8593570e-02 9.2806114e-03 -9.3840115e-02 6.4656312e-10 4.5137378e-08 -5.5993992e-12
4248 2.5429205e+00 6.8444772e-02 9.2757791e-03 -9.3671959e-02 6.4632148e-10 4.5127569e-08 -9.9033520e-12
4249 2.5391191e+00 6.8296112e-02 9.2710479e-03 -9.3503162e-02 6.4607984e-10 4.5117923e-08 -1.4175390e-11
4250 2.5355710e+00 6.8147791e-02 9.2662242e-03 -9.3333729e-02 6.4583850e-10 4.5108461e-08 -1.8414963e-11
4251 2.5317860e+00 6.7999619e-02 9.2615018e-03 -9.3163666e-02 6.4559715e-10 4.5099162e-08 -2.2621581e-11
4252 2.5282543e+00 6.7851797e-02 9.2566867e-03 -9.2992977e-02 6.4535611e-10 4.5090034e-08 -2.6795035e-11
4253 2.5244852e+00 6.7704135e-02 9.2519730e-03 -9.2821671e-02 6.4511506e-10 4.5081059e-08 -3.0935171e-11
4254 2.5209696e+00 6.7556834e-02 9.2471666e-03 -9.2649754e-02 6.4487431e-10 4.5072252e-08 -3.5041858e-11
4255 2.5172162e+00 6.7409704e-02 9.2424615e-03 -9.2477232e-02 6.4463355e-10 4.5063596e-08 -3.9114940e-11
4256 2.5137161e+00 6.7262946e-02 9.2376636e-03 -9.2304113e-02 6.4439310e-10 4.5055098e-08 -4.3154281e-11
4257 2.5099781e+00 6.7116370e-02 9.2329672e-03 -9.2130406e-02 6.4415279e-10 4.5046748e-08 -4.7159732e-11
4258 2.5064934e+00 6.6970176e-02 9.2281779e-03 -9.1956118e-02 6.4391247e-10 4.5038532e-08 -5.1131137e-11
4259 2.5027703e+00 6.6824176e-02 9.2234901e-03 -9.1781259e-02 6.4367246e-10 4.5030470e-08 -5.5068373e-11
4260 2.4993007e+00 6.6678568e-02 9.2187093e-03 -9.1605836e-02 6.4343244e-10 4.5022540e-08 -5.8971278e-11
4261 2.4955922e+00 6.6533164e-02 9.2140302e-03 -9.1429859e-02 6.4319271e-10 4.5014751e-08 -6.2839720e-11
4262 2.4921374e+00 6.6388163e-02 9.2092579e-03 -9.1253336e-02 6.4295299e-10 4.5007083e-08 -6.6673533e-11
4263 2.4884433e+00 6.6243376e-02 9.2045873e-03 -9.1076278e-02 6.4271356e-10 4.4999553e-08 -7.0472602e-11
4264 2.4850028e+00 6.6099003e-02 9.1998235e-03 -9.0898693e-02 6.4247412e-10 4.4992144e-08 -7.4236759e-11
4265 2.4813228e+00 6.5954852e-02 9.1951614e-03 -9.0720593e-02 6.4223498e-10 4.4984860e-08 -7.7965876e-11
4266 2.4778965e+00 6.5811125e-02 9.1904061e-03 -9.0541986e-02 6.4199584e-10 4.4977685e-08 -8.1659781e-11
4267 2.4742303e+00 6.5667632e-02 9.1857526e-03 -9.0362885e-02 6.4175699e-10 4.4970634e-08 -8.5318366e-11
4268 2.4708178e+00 6.5524571e-02 9.1810057e-03 -9.0183299e-02 6.4151814e-10 4.4963689e-08 -8.8941458e-11
4269 2.4671651e+00 6.5381754e-02 9.1763607e-03 -9.0003240e-02 6.4127959e-10 4.4956858e-08 -9.2528933e-11
4270 2.4637662e+00 6.5239378e-02 9.1716222e-03 -8.9822719e-02 6.4104118e-10 4.4950131e-08 -9.6080636e-11
4271 2.4601268e+00 6.5097255e-02 9.1669857e-03 -8.9641747e-02 6.4080276e-10 4.4943493e-08 -9.9596398e-11
4272 2.4567412e+00 6.4955584e-02 9.1622556e-03 -8.9460338e-02 6.4056464e-10 4.4936965e-08 -1.0307612e-10
4273 2.4531147e+00 6.4814174e-02 9.1576275e-03 -8.9278501e-02 6.4032652e-10 4.4930524e-08 -1.0651963e-10
4274 2.4497422e+00 6.4673224e-02 9.1529058e-03 -8.9096250e-02 6.4008869e-10 4.4924180e-08 -1.0992679e-10
4275 2.4461285e+00 6.4532543e-02 9.1482862e-03 -8.8913596e-02 6.3985085e-10 4.4917913e-08 -1.1329743e-10
4276 2.4427688e+00 6.4392333e-02 9.1435728e-03 -8.8730554e-02 6.3961331e-10 4.4911740e-08 -1.1663146e-10
4277 2.4391676e+00 6.4252400e-02 9.1389616e-03 -8.8547134e-02 6.3937577e-10 4.4905642e-08 -1.1992869e-10
4278 2.4358206e+00 6.4112945e-02 9.1342566e-03 -8.8363351e-02 6.3913852e-10 4.4899627e-08 -1.2318900e-10
4279 2.4322315e+00 6.3973775e-02 9.1296538e-03 -8.8179217e-02 6.3890126e-10 4.4893674e-08 -1.2641220e-10
4280 2.4288969e+00 6.3835092e-02 9.1249570e-03 -8.7994744e-02 6.3866430e-10 4.4887802e-08 -1.2959822e-10
4281 2.4253199e+00 6.3696702e-02 9.1203626e-03 -8.7809948e-02 6.3842733e-10 4.4881992e-08 -1.3274685e-10
4282 2.4219975e+00 6.3558805e-02 9.1156741e-03 -8.7624841e-02 6.3819065e-10 4.4876250e-08 -1.3585799e-10
4283 2.4184324e+00 6.3421210e-02 9.1110881e-03 -8.7439437e-02 6.3795412e-10 4.4870569e-08 -1.3893148e-10
4284 2.4151219e+00 6.3284116e-02 9.1064078e-03 -8.7253750e-02 6.3771759e-10 4.4864933e-08 -1.4196713e-10
4285 2.4115685e+00 6.3147329e-02 9.1018301e-03 -8.7067794e-02 6.3748134e-10 4.4859361e-08 -1.4496487e-10
4286 2.4082698e+00 6.3011051e-02 9.0971581e-03 -8.6881584e-02 6.3724509e-10 4.4853833e-08 -1.4792450e-10
4287 2.4047279e+00 6.2875088e-02 9.0925887e-03 -8.6695134e-02 6.3700914e-10 4.4848358e-08 -1.5084592e-10
4288 2.4014408e+00 6.2739641e-02 9.0879249e-03 -8.6508457e-02 6.3677317e-10 4.4842914e-08 -1.5372893e-10
4289 2.3979102e+00 6.2604514e-02 9.0833638e-03 -8.6321569e-02 6.3653750e-10 4.4837520e-08 -1.5657344e-10
4290 2.3946345e+00 6.2469910e-02 9.0787082e-03 -8.6134484e-02 6.3630182e-10 4.4832157e-08 -1.5937927e-10
4291 2.3911150e+00 6.2335632e-02 9.0741554e-03 -8.5947216e-02 6.3606644e-10 4.4826833e-08 -1.6214631e-10
4292 2.3878507e+00 6.2201883e-02 9.0695079e-03 -8.5759781e-02 6.3583105e-10 4.4821526e-08 -1.6487435e-10
4293 2.3843422e+00 6.2068466e-02 9.0649633e-03 -8.5572193e-02 6.3559595e-10 4.4816256e-08 -1.6756332e-10
4294 2.3810889e+00 6.1935583e-02 9.0603240e-03 -8.5384466e-02 6.3536099e-10 4.4811009e-08 -1.7021305e-10
4295 2.3775913e+00 6.1803039e-02 9.0557877e-03 -8.5196616e-02 6.3512602e-10 4.4805775e-08 -1.7282336e-10
4296 2.3743490e+00 6.1671033e-02 9.0511565e-03 -8.5008657e-02 6.3489135e-10 4.4800562e-08 -1.7539416e-10
4297 2.3708621e+00 6.1539371e-02 9.0466283e-03 -8.4820605e-02 6.3465667e-10 4.4795351e-08 -1.7792523e-10
4298 2.3676308e+00 6.1408253e-02 9.0420052e-03 -8.4632475e-02 6.3442228e-10 4.4790159e-08 -1.8041652e-10
4299 2.3641544e+00 6.1277484e-02 9.0374852e-03 -8.4444281e-02 6.3418789e-10 4.4784967e-08 -1.8286782e-10
4300 2.3609338e+00 6.1147263e-02 9.0328703e-03 -8.4256040e-02 6.3395378e-10 4.4779783e-08 -1.8527902e-10
4301 2.3574679e+00 6.1017395e-02 9.0283584e-03 -8.4067765e-02 6.3371967e-10 4.4774586e-08 -1.8764995e-10
4302 2.3542579e+00 6.0888080e-02 9.0237515e-03 -8.3879472e-02 6.3348584e-10 4.4769397e-08 -1.8998072e-10
4303 2.3508023e+00 6.0759122e-02 9.0192478e-03 -8.3691176e-02 6.3325201e-10 4.4764197e-08 -1.9227131e-10
4304 2.3476029e+00 6.0630720e-02 9.0146489e-03 -8.3502892e-02 6.3301847e-10 4.4758995e-08 -1.9452182e-10
4305 2.3441577e+00 6.0502679e-02 9.0101534e-03 -8.3314636e-02 6.3278508e-10 4.4753785e-08 -1.9673228e-10
4306 2.3409686e+00 6.0375198e-02 9.0055625e-03 -8.3126421e-02 6.3255167e-10 4.4748553e-08 -1.9890269e-10
4307 2.3375335e+00 6.0248081e-02 9.0010750e-03 -8.2938263e-02 6.3231855e-10 4.4743319e-08 -2.0103321e-10
4308 2.3343549e+00 6.0121528e-02 8.9964922e-03 -8.2750178e-02 6.3208542e-10 4.4738065e-08 -2.0312382e-10
4309 2.3309299e+00 5.9995341e-02 8.9920128e-03 -8.2562180e-02 6.3185259e-10 4.4732800e-08 -2.0517461e-10
4310 2.3277615e+00 5.9869721e-02 8.9874379e-03 -8.2374284e-02 6.3161974e-10 4.4727506e-08 -2.0718556e-10
4311 2.3243465e+00 5.9744469e-02 8.9829665e-03 -8.2186504e-02 6.3138719e-10 4.4722203e-08 -2.0915683e-10
4312 2.3211883e+00 5.9619787e-02 8.9783996e-03 -8.1998856e-02 6.3115463e-10 4.4716873e-08 -2.1108840e-10
4313 2.3177833e+00 5.9495477e-02 8.9739363e-03 -8.1811355e-02 6.3092235e-10 4.4711524e-08 -2.1298037e-10
4314 2.3146353e+00 5.9371737e-02 8.9693773e-03 -8.1624015e-02 6.3069022e-10 4.4706149e-08 -2.1483276e-10
4315 2.3112401e+00 5.9248370e-02 8.9649220e-03 -8.1436852e-02 6.3045807e-10 4.4700736e-08 -2.1664558e-10
4316 2.3081023e+00 5.9125577e-02 8.9603710e-03 -8.1249879e-02 6.3022622e-10 4.4695304e-08 -2.1841898e-10
4317 2.3047170e+00 5.9003158e-02 8.9559237e-03 -8.1063111e-02 6.2999435e-10 4.4689836e-08 -2.2015294e-10
4318 2.3015891e+00 5.8881314e-02 8.9513805e-03 -8.0876562e-02 6.2976278e-10 4.4684340e-08 -2.2184756e-10
4319 2.2982137e+00 5.8759844e-02 8.9469412e-03 -8.0690248e-02 6.2953119e-10 4.4678798e-08 -2.2350282e-10
4320 2.2950959e+00 5.8638951e-02 8.9424059e-03 -8.0504181e-02 6.2929989e-10 4.4673230e-08 -2.2511888e-10
4321 2.2917302e+00 5.8518433e-02 8.9379745e-03 -8.0318375e-02 6.2906859e-10 4.4667618e-08 -2.2669571e-10
4322 2.2886224e+00 5.8398493e-02 8.9334471e-03 -8.0132846e-02 6.2883757e-10 4.4661970e-08 -2.2823341e-10
4323 2.2852665e+00 5.8278928e-02 8.9290236e-03 -7.9947606e-02 6.2860654e-10 4.4656270e-08 -2.2973196e-10
4324 2.2821687e+00 5.8159940e-02 8.9245041e-03 -7.9762670e-02 6.2837579e-10 4.4650536e-08 -2.3119152e-10
4325 2.2788226e+00 5.8041329e-02 8.9200885e-03 -7.9578050e-02 6.2814519e-10 4.4644755e-08 -2.3261208e-10
4326 2.2757346e+00 5.7923294e-02 8.9155768e-03 -7.9393762e-02 6.2791458e-10 4.4638921e-08 -2.3399368e-10
4327 2.2723982e+00 5.7805636e-02 8.9111692e-03 -7.9209816e-02 6.2768425e-10 4.4633043e-08 -2.3533642e-10
4328 2.2693203e+00 5.7688554e-02 8.9066652e-03 -7.9026229e-02 6.2745391e-10 4.4627102e-08 -2.3664027e-10
4329 2.2659936e+00 5.7571847e-02 8.9022655e-03 -7.8843010e-02 6.2722386e-10 4.4621119e-08 -2.3790539e-10
4330 2.2629256e+00 5.7455716e-02 8.8977693e-03 -7.8660175e-02 6.2699380e-10 4.4615074e-08 -2.3913176e-10
4331 2.2596086e+00 5.7339960e-02 8.8933774e-03 -7.8477736e-02 6.2676403e-10 4.4608978e-08 -2.4031948e-10
4332 2.2565505e+00 5.7224777e-02 8.8888890e-03 -7.8295706e-02 6.2653424e-10 4.4602811e-08 -2.4146852e-10
4333 2.2532433e+00 5.7109968e-02 8.8845049e-03 -7.8114096e-02 6.2630475e-10 4.4596594e-08 -2.4257904e-10
4334 2.2501952e+00 5.6995733e-02 8.8800242e-03 -7.7932919e-02 6.2607538e-10 4.4590315e-08 -2.4365105e-10
4335 2.2468977e+00 5.6881868e-02 8.8756480e-03 -7.7752189e-02 6.2584601e-10 4.4583965e-08 -2.4468457e-10
4336 2.2438596e+00 5.6768575e-02 8.8711751e-03 -7.7571915e-02 6.2561693e-10 4.4577554e-08 -2.4567970e-10
4337 2.2405718e+00 5.6655652e-02 8.8668066e-03 -7.7392110e-02 6.2538783e-10 4.4571063e-08 -2.4663642e-10
4338 2.2375437e+00 5.6543298e-02 8.8623414e-03 -7.7212786e-02 6.2515901e-10 4.4564513e-08 -2.4755488e-10
4339 2.2342657e+00 5.6431311e-02 8.8579808e-03 -7.7033953e-02 6.2493019e-10 4.4557885e-08 -2.4843507e-10
4340 2.2312476e+00 5.6319891e-02 8.8535232e-03 -7.6855625e-02 6.2470165e-10 4.4551189e-08 -2.4927709e-10
4341 2.2279794e+00 5.6208836e-02 8.8491703e-03 -7.6677810e-02 6.2447310e-10 4.4544406e-08 -2.5008090e-10
4342 2.2249713e+00 5.6098346e-02 8.8447204e-03 -7.6500521e-02 6.2424484e-10 4.4537555e-08 -2.5084667e-10
4343 2.2217129e+00 5.5988216e-02 8.8403753e-03 -7.6323766e-02 6.2401671e-10 4.4530625e-08 -2.5157440e-10
4344 2.2187148e+00 5.5878649e-02 8.8359330e-03 -7.6147558e-02 6.2378857e-10 4.4523608e-08 -2.5226412e-10
4345 2.2154664e+00 5.5769439e-02 8.8315957e-03 -7.5971907e-02 6.2356071e-10 4.4516513e-08 -2.5291592e-10
4346 2.2124784e+00 5.5660789e-02 8.8271610e-03 -7.5796822e-02 6.2333284e-10 4.4509322e-08 -2.5352979e-10
4347 2.2092398e+00 5.5552492e-02 8.8228314e-03 -7.5622314e-02 6.2310525e-10 4.4502055e-08 -2.5410588e-10
4348 2.2062620e+00 5.5444752e-02 8.8184043e-03 -7.5448391e-02 6.2287766e-10 4.4494693e-08 -2.5464417e-10
4349 2.2030334e+00 5.5337362e-02 8.8140824e-03 -7.5275064e-02 6.2265034e-10 4.4487246e-08 -2.5514476e-10
4350 2.2000657e+00 5.5230523e-02 8.8096629e-03 -7.5102342e-02 6.2242302e-10 4.4479695e-08 -2.5560762e-10
4351 2.1968471e+00 5.5124032e-02 8.8053486e-03 -7.4930233e-02 6.2219598e-10 4.4472060e-08 -2.5603294e-10
4352 2.1938897e+00 5.5018087e-02 8.8009368e-03 -7.4758748e-02 6.2196907e-10 4.4464329e-08 -2.5642075e-10
4353 2.1906811e+00 5.4912486e-02 8.7966301e-03 -7.4587894e-02 6.2174215e-10 4.4456494e-08 -2.5677114e-10
4354 2.1877340e+00 5.4807427e-02 8.7922258e-03 -7.4417679e-02 6.2151551e-10 4.4448564e-08 -2.5708429e-10
4355 2.1845355e+00 5.4702707e-02 8.7879268e-03 -7.4248111e-02 6.2128886e-10 4.4440522e-08 -2.5736023e-10
4356 2.1815987e+00 5.4598526e-02 8.7835301e-03 -7.4079200e-02 6.2106250e-10 4.4432385e-08 -2.5759919e-10
4357 2.1784103e+00 5.4494677e-02 8.7792387e-03 -7.3910951e-02 6.2083612e-10 4.4424138e-08 -2.5780119e-10
4358 2.1754839e+00 5.4391362e-02 8.7748495e-03 -7.3743372e-02 6.2061002e-10 4.4415787e-08 -2.5796642e-10
4359 2.1723057e+00 5.4288377e-02 8.7705657e-03 -7.3576472e-02 6.2038391e-10 4.4407317e-08 -2.5809490e-10
4360 2.1693897e+00 5.4185920e-02 8.7661840e-03 -7.3410256e-02 6.2015808e-10 4.4398745e-08 -2.5818686e-10
4361 2.1662218e+00 5.4083786e-02 8.7619077e-03 -7.3244732e-02 6.1993239e-10 4.4390059e-08 -2.5824237e-10
4362 2.1633163e+00 5.3982176e-02 8.7575335e-03 -7.3079905e-02 6.1970669e-10 4.4381253e-08 -2.5826150e-10
4363 2.1601586e+00 5.3880884e-02 8.7532649e-03 -7.2915782e-02 6.1948126e-10 4.4372334e-08 -2.5824444e-10
4364 2.1572637e+00 5.3780110e-02 8.7488981e-03 -7.2752370e-02 6.1925583e-10 4.4363286e-08 -2.5819121e-10
4365 2.1541164e+00 5.3679649e-02 8.7446370e-03 -7.2589673e-02 6.1903067e-10 4.4354127e-08 -2.5810204e-10
4366 2.1512321e+00 5.3579700e-02 8.7402777e-03 -7.2427698e-02 6.1880551e-10 4.4344839e-08 -2.5797696e-10
4367 2.1480952e+00 5.3480058e-02 8.7360242e-03 -7.2266451e-02 6.1858062e-10 4.4335431e-08 -2.5781615e-10
4368 2.1452216e+00 5.3380923e-02 8.7316723e-03 -7.2105935e-02 6.1835572e-10 4.4325886e-08 -2.5761964e-10
4369 2.1420951e+00 5.3282088e-02 8.7274262e-03 -7.1946156e-02 6.1813111e-10 4.4316223e-08 -2.5738765e-10
4370 2.1392323e+00 5.3183755e-02 8.7230818e-03 -7.1787118e-02 6.1790662e-10 4.4306428e-08 -2.5712026e-10
4371 2.1361164e+00 5.3085715e-02 8.7188432e-03 -7.1628826e-02 6.1768213e-10 4.4296496e-08 -2.5681753e-10
4372 2.1332643e+00 5.2988172e-02 8.7145062e-03 -7.1471285e-02 6.1745791e-10 4.4286434e-08 -2.5647965e-10
4373 2.1301590e+00 5.2890916e-02 8.7102751e-03 -7.1314497e-02 6.1723368e-10 4.4276226e-08 -2.5610664e-10
4374 2.1273178e+00 5.2794149e-02 8.7059455e-03 -7.1158466e-02 6.1700973e-10 4.4265889e-08 -2.5569875e-10
4375 2.1242231e+00 5.2697664e-02 8.7017218e-03 -7.1003197e-02 6.1678577e-10 4.4255407e-08 -2.5525599e-10
4376 2.1213928e+00 5.2601662e-02 8.6973995e-03 -7.0848692e-02 6.1656209e-10 4.4244787e-08 -2.5477854e-10
4377 2.1183089e+00 5.2505934e-02 8.6931834e-03 -7.0694954e-02 6.1633855e-10 4.4234024e-08 -2.5426649e-10
4378 2.1154896e+00 5.2410683e-02 8.6888684e-03 -7.0541986e-02 6.1611499e-10 4.4223104e-08 -2.5371990e-10
4379 2.1124165e+00 5.2315700e-02 8.6846597e-03 -7.0389792e-02 6.1589171e-10 4.4212046e-08 -2.5313900e-10
4380 2.1096082e+00 5.2221187e-02 8.6803521e-03 -7.0238371e-02 6.1566842e-10 4.4200833e-08 -2.5252381e-10
4381 2.1065459e+00 5.2126935e-02 8.6761508e-03 -7.0087728e-02 6.1544540e-10 4.4189474e-08 -2.5187451e-10
4382 2.1037487e+00 5.2033147e-02 8.6718505e-03 -6.9937864e-02 6.1522238e-10 4.4177951e-08 -2.5119113e-10
4383 2.1006973e+00 5.1939613e-02 8.6676565e-03 -6.9788780e-02 6.1499963e-10 4.4166282e-08 -2.5047391e-10
4384 2.0979113e+00 5.1846536e-02 8.6633635e-03 -6.9640477e-02 6.1477687e-10 4.4154451e-08 -2.4972287e-10
4385 2.0948709e+00 5.1753706e-02 8.6591770e-03 -6.9492958e-02 6.1455439e-10 4.4142465e-08 -2.4893818e-10
4386 2.0920960e+00 5.1661326e-02 8.6548913e-03 -6.9346222e-02 6.1433204e-10 4.4130319e-08 -2.4811994e-10
4387 2.0890667e+00 5.1569186e-02 8.6507121e-03 -6.9200270e-02 6.1410968e-10 4.4117998e-08 -2.4726819e-10
4388 2.0863031e+00 5.1477489e-02 8.6464337e-03 -6.9055103e-02 6.1388760e-10 4.4105523e-08 -2.4638318e-10
4389 2.0832848e+00 5.1386025e-02 8.6422618e-03 -6.8910721e-02 6.1366550e-10 4.4092875e-08 -2.4546493e-10
4390 2.0805325e+00 5.1294997e-02 8.6379906e-03 -6.8767125e-02 6.1344369e-10 4.4080064e-08 -2.4451362e-10
4391 2.0775253e+00 5.1204195e-02 8.6338261e-03 -6.8624312e-02 6.1322186e-10 4.4067071e-08 -2.4352927e-10
4392 2.0747844e+00 5.1113822e-02 8.6295621e-03 -6.8482285e-02 6.1300031e-10 4.4053916e-08 -2.4251212e-10
4393 2.0717884e+00 5.1023667e-02 8.6254050e-03 -6.8341040e-02 6.1277889e-10 4.4040587e-08 -2.4146222e-10
4394 2.0690589e+00 5.0933934e-02 8.6211482e-03 -6.8200579e-02 6.1255745e-10 4.4027075e-08 -2.4037966e-10
4395 2.0660740e+00 5.0844413e-02 8.6169983e-03 -6.8060899e-02 6.1233630e-10 4.4013391e-08 -2.3926462e-10
4396 2.0633561e+00 5.0755307e-02 8.6127487e-03 -6.7922000e-02 6.1211513e-10 4.3999515e-08 -2.3811713e-10
