#  L TT            EE            BB            TE            PP            PT            PE           
 204 5.6453705e+03 6.9201996e-01 1.4729776e-02 -1.0243366e+01 5.6278019e-08 1.4072069e-04 -3.4386282e-07
 205 5.6551549e+03 6.9511298e-01 1.4889089e-02 -8.8941900e+00 5.6001604e-08 1.3959942e-04 -3.3011371e-07
 206 5.6643186e+03 6.9921382e-01 1.5049138e-02 -7.5251921e+00 5.5727355e-08 1.3848635e-04 -3.1629563e-07
 207 5.6728469e+03 7.0436010e-01 1.5209911e-02 -6.1367542e+00 5.5455268e-08 1.3738143e-04 -3.0241188e-07
 208 5.6807324e+03 7.1058793e-01 1.5371392e-02 -4.7294786e+00 5.5185298e-08 1.3628458e-04 -2.8846564e-07
 209 5.6880045e+03 7.1793271e-01 1.5533567e-02 -3.3039017e+00 5.4917441e-08 1.3519575e-04 -2.7446019e-07
 210 5.6946486e+03 7.2643201e-01 1.5696421e-02 -1.8605817e+00 5.4651676e-08 1.3411492e-04 -2.6039883e-07
 211 5.7006719e+03 7.3612266e-01 1.5859939e-02 -4.0006824e-01 5.4387975e-08 1.3304201e-04 -2.4628476e-07
 212 5.7060891e+03 7.4703928e-01 1.6024105e-02 1.0770760e+00 5.4126349e-08 1.3197699e-04 -2.3212127e-07
 213 5.7109002e+03 7.5921940e-01 1.6188904e-02 2.5702971e+00 5.3866744e-08 1.3091979e-04 -2.1791162e-07
 214 5.7151125e+03 7.7269984e-01 1.6354319e-02 4.0790353e+00 5.3609159e-08 1.2987036e-04 -2.0365902e-07
 215 5.7187261e+03 7.8751001e-01 1.6520334e-02 5.6027029e+00 5.3353578e-08 1.2882868e-04 -1.8936680e-07
 216 5.7217262e+03 8.0369476e-01 1.6686933e-02 7.1407050e+00 5.3099974e-08 1.2779463e-04 -1.7503810e-07
 217 5.7241128e+03 8.2128351e-01 1.6854099e-02 8.6924246e+00 5.2848330e-08 1.2676823e-04 -1.6067628e-07
 218 5.7258860e+03 8.4030566e-01 1.7021814e-02 1.0257355e+01 5.2598641e-08 1.2574940e-04 -1.4628456e-07
 219 5.7270384e+03 8.6080527e-01 1.7190062e-02 1.1834813e+01 5.2350863e-08 1.2473808e-04 -1.3186619e-07
 220 5.7275627e+03 8.8281172e-01 1.7358825e-02 1.3424277e+01 5.2104997e-08 1.2373422e-04 -1.1742441e-07
 221 5.7274662e+03 9.0635437e-01 1.7528086e-02 1.5025006e+01 5.1861031e-08 1.2273779e-04 -1.0296249e-07
 222 5.7267343e+03 9.3147723e-01 1.7697825e-02 1.6636551e+01 5.1618922e-08 1.2174871e-04 -8.8483676e-08
 223 5.7253743e+03 9.5820229e-01 1.7868026e-02 1.8258099e+01 5.1378665e-08 1.2076694e-04 -7.3991221e-08
 224 5.7233936e+03 9.8656622e-01 1.8038670e-02 1.9889127e+01 5.1140242e-08 1.1979243e-04 -5.9488377e-08
 225 5.7207922e+03 1.0165910e+00 1.8209739e-02 2.1528821e+01 5.0903645e-08 1.1882516e-04 -4.4978411e-08
 226 5.7175627e+03 1.0483205e+00 1.8381213e-02 2.3176660e+01 5.0668834e-08 1.1786502e-04 -3.0464554e-08
 227 5.7137127e+03 1.0817841e+00 1.8553075e-02 2.4831903e+01 5.0435803e-08 1.1691198e-04 -1.5950065e-08
 228 5.7092420e+03 1.1170037e+00 1.8725304e-02 2.6493881e+01 5.0204533e-08 1.1596601e-04 -1.4382010e-09
 229 5.7041580e+03 1.1540158e+00 1.8897883e-02 2.8161928e+01 4.9975006e-08 1.1502704e-04 1.3067788e-08
 230 5.6984535e+03 1.1928496e+00 1.9070791e-02 2.9835376e+01 4.9747210e-08 1.1409504e-04 2.7564654e-08
 231 5.6921358e+03 1.2335198e+00 1.9244010e-02 3.1513484e+01 4.9521110e-08 1.1316994e-04 4.2049144e-08
 232 5.6852123e+03 1.2760628e+00 1.9417520e-02 3.3195585e+01 4.9296710e-08 1.1225169e-04 5.6518009e-08
 233 5.6776757e+03 1.3205078e+00 1.9591301e-02 3.4880939e+01 4.9073976e-08 1.1134025e-04 7.0967997e-08
 234 5.6695260e+03 1.3668766e+00 1.9765334e-02 3.6568804e+01 4.8852884e-08 1.1043555e-04 8.5395857e-08
 235 5.6607779e+03 1.4151984e+00 1.9939599e-02 3.8258588e+01 4.8633427e-08 1.0953755e-04 9.9798327e-08
 236 5.6514169e+03 1.4655023e+00 2.0114076e-02 3.9949477e+01 4.8415594e-08 1.0864621e-04 1.1417218e-07
 237 5.6414649e+03 1.5177954e+00 2.0288746e-02 4.1640731e+01 4.8199348e-08 1.0776145e-04 1.2851414e-07
 238 5.6309147e+03 1.5721067e+00 2.0463588e-02 4.3331683e+01 4.7984684e-08 1.0688325e-04 1.4282097e-07
 239 5.6197737e+03 1.6284508e+00 2.0638584e-02 4.5021594e+01 4.7771589e-08 1.0601157e-04 1.5708946e-07
 240 5.6080418e+03 1.6868640e+00 2.0813711e-02 4.6709578e+01 4.7560034e-08 1.0514631e-04 1.7131628e-07
 241 5.5957193e+03 1.7473606e+00 2.0988952e-02 4.8395115e+01 4.7349996e-08 1.0428745e-04 1.8549823e-07
 242 5.5828207e+03 1.8099550e+00 2.1164285e-02 5.0077319e+01 4.7141467e-08 1.0343494e-04 1.9963206e-07
 243 5.5693462e+03 1.8746689e+00 2.1339691e-02 5.1755452e+01 4.6934425e-08 1.0258872e-04 2.1371448e-07
 244 5.5552958e+03 1.9415166e+00 2.1515149e-02 5.3428921e+01 4.6728862e-08 1.0174876e-04 2.2774231e-07
 245 5.5406842e+03 2.0105198e+00 2.1690641e-02 5.5096914e+01 4.6524738e-08 1.0091497e-04 2.4171222e-07
 246 5.5255188e+03 2.0816782e+00 2.1866145e-02 5.6758765e+01 4.6322059e-08 1.0008733e-04 2.5562103e-07
 247 5.5097923e+03 2.1550205e+00 2.2041643e-02 5.8413737e+01 4.6120788e-08 9.9265800e-05 2.6946548e-07
 248 5.4935268e+03 2.2305611e+00 2.2217114e-02 6.0061018e+01 4.5920920e-08 9.8450301e-05 2.8324229e-07
 249 5.4767151e+03 2.3082996e+00 2.2392540e-02 6.1700016e+01 4.5722431e-08 9.7640787e-05 2.9694819e-07
 250 5.4593717e+03 2.3882649e+00 2.2567899e-02 6.3329921e+01 4.5525304e-08 9.6837219e-05 3.1057999e-07
 251 5.4414896e+03 2.4704418e+00 2.2743173e-02 6.4949848e+01 4.5329531e-08 9.6039559e-05 3.2413510e-07
 252 5.4230761e+03 2.5548520e+00 2.2918342e-02 6.6559135e+01 4.5135081e-08 9.5247736e-05 3.3761332e-07
 253 5.4041315e+03 2.6414949e+00 2.3093388e-02 6.8156970e+01 4.4941965e-08 9.4461714e-05 3.5101522e-07
 254 5.3846707e+03 2.7303848e+00 2.3268291e-02 6.9742471e+01 4.4750150e-08 9.3681422e-05 3.6434121e-07
 255 5.3646791e+03 2.8215138e+00 2.3443031e-02 7.1314974e+01 4.4559648e-08 9.2906846e-05 3.7759194e-07
 256 5.3441716e+03 2.9148961e+00 2.3617591e-02 7.2873672e+01 4.4370427e-08 9.2137905e-05 3.9076779e-07
 257 5.3231557e+03 3.0105312e+00 2.3791952e-02 7.4417974e+01 4.4182488e-08 9.1374574e-05 4.0386935e-07
 258 5.3016462e+03 3.1084113e+00 2.3966094e-02 7.5946851e+01 4.3995830e-08 9.0616805e-05 4.1689713e-07
 259 5.2796506e+03 3.2085503e+00 2.4140000e-02 7.7460738e+01 4.3810423e-08 8.9864539e-05 4.2985161e-07
 260 5.2571910e+03 3.3109405e+00 2.4313652e-02 7.8957438e+01 4.3626277e-08 8.9117750e-05 4.4273338e-07
 261 5.2342676e+03 3.4155813e+00 2.4487032e-02 8.0437678e+01 4.3443361e-08 8.8376349e-05 4.5554277e-07
 262 5.2109026e+03 3.5224721e+00 2.4660122e-02 8.1899991e+01 4.3261685e-08 8.7640339e-05 4.6828053e-07
 263 5.1871033e+03 3.6316122e+00 2.4832905e-02 8.3344375e+01 4.3081219e-08 8.6909621e-05 4.8094690e-07
 264 5.1628773e+03 3.7429938e+00 2.5005362e-02 8.4769363e+01 4.2901962e-08 8.6184190e-05 4.9354262e-07
 265 5.1382249e+03 3.8566015e+00 2.5177479e-02 8.6175683e+01 4.2723905e-08 8.5463966e-05 5.0606803e-07
 266 5.1131534e+03 3.9724275e+00 2.5349238e-02 8.7561141e+01 4.2547041e-08 8.4748922e-05 5.1852375e-07
 267 5.0876778e+03 4.0904565e+00 2.5520622e-02 8.8925004e+01 4.2371351e-08 8.4039012e-05 5.3091030e-07
 268 5.0617982e+03 4.2106804e+00 2.5691616e-02 9.0267999e+01 4.2196830e-08 8.3334177e-05 5.4322811e-07
 269 5.0355148e+03 4.3330913e+00 2.5862204e-02 9.1587932e+01 4.2023456e-08 8.2634359e-05 5.5547763e-07
 270 5.0088351e+03 4.4576665e+00 2.6032369e-02 9.2885533e+01 4.1851241e-08 8.1939552e-05 5.6765964e-07
 271 4.9817812e+03 4.5843980e+00 2.6202097e-02 9.4158608e+01 4.1680153e-08 8.1249658e-05 5.7977430e-07
 272 4.9543461e+03 4.7132705e+00 2.6371374e-02 9.5407886e+01 4.1510192e-08 8.0564649e-05 5.9182226e-07
 273 4.9265591e+03 4.8442467e+00 2.6540184e-02 9.6631906e+01 4.1341364e-08 7.9884507e-05 6.0380424e-07
 274 4.8984132e+03 4.9773258e+00 2.6708513e-02 9.7831393e+01 4.1173617e-08 7.9209126e-05 6.1572033e-07
 275 4.8699230e+03 5.1124778e+00 2.6876347e-02 9.9004161e+01 4.1006978e-08 7.8538517e-05 6.2757145e-07
 276 4.8411108e+03 5.2496874e+00 2.7043674e-02 1.0015094e+02 4.0841424e-08 7.7872595e-05 6.3935783e-07
 277 4.8119766e+03 5.3889318e+00 2.7210479e-02 1.0127026e+02 4.0676937e-08 7.7211320e-05 6.5108004e-07
 278 4.7825281e+03 5.5301883e+00 2.7376750e-02 1.0236140e+02 4.0513521e-08 7.6554646e-05 6.6273860e-07
 279 4.7527800e+03 5.6734196e+00 2.7542475e-02 1.0342509e+02 4.0351156e-08 7.5902535e-05 6.7433409e-07
 280 4.7227470e+03 5.8185956e+00 2.7707642e-02 1.0445987e+02 4.0189827e-08 7.5254920e-05 6.8586685e-07
 281 4.6924294e+03 5.9657010e+00 2.7872239e-02 1.0546573e+02 4.0029542e-08 7.4611773e-05 6.9733755e-07
 282 4.6618420e+03 6.1146910e+00 2.8036254e-02 1.0644195e+02 3.9870273e-08 7.3973037e-05 7.0874663e-07
 283 4.6309995e+03 6.2655430e+00 2.8199678e-02 1.0738781e+02 3.9712024e-08 7.3338665e-05 7.2009458e-07
 284 4.5999022e+03 6.4182268e+00 2.8362499e-02 1.0830257e+02 3.9554765e-08 7.2708601e-05 7.3138182e-07
 285 4.5685647e+03 6.5727050e+00 2.8524709e-02 1.0918623e+02 3.9398510e-08 7.2082832e-05 7.4260922e-07
 286 4.5369947e+03 6.7289476e+00 2.8686296e-02 1.1003880e+02 3.9243235e-08 7.1461268e-05 7.5377683e-07
 287 4.5052141e+03 6.8869026e+00 2.8847254e-02 1.1085955e+02 3.9088928e-08 7.0843886e-05 7.6488543e-07
 288 4.4732232e+03 7.0465472e+00 2.9007571e-02 1.1164703e+02 3.8935577e-08 7.0230615e-05 7.7593525e-07
 289 4.4410294e+03 7.2078368e+00 2.9167242e-02 1.1240268e+02 3.8783179e-08 6.9621440e-05 7.8692716e-07
 290 4.4086548e+03 7.3707338e+00 2.9326257e-02 1.1312434e+02 3.8631728e-08 6.9016290e-05 7.9786140e-07
 291 4.3761069e+03 7.5352156e+00 2.9484610e-02 1.1381273e+02 3.8481207e-08 6.8415141e-05 8.0873875e-07
 292 4.3433857e+03 7.7011500e+00 2.9642294e-02 1.1446712e+02 3.8331599e-08 6.7817914e-05 8.1955933e-07
 293 4.3105062e+03 7.8686088e+00 2.9799303e-02 1.1508752e+02 3.8182909e-08 6.7224586e-05 8.3032394e-07
 294 4.2774831e+03 8.0375182e+00 2.9955630e-02 1.1567248e+02 3.8035117e-08 6.6635100e-05 8.4103298e-07
 295 4.2443165e+03 8.2077316e+00 3.0111272e-02 1.1622273e+02 3.7888208e-08 6.6049404e-05 8.5168687e-07
 296 4.2110213e+03 8.3793209e+00 3.0266221e-02 1.1673755e+02 3.7742186e-08 6.5467463e-05 8.6228630e-07
 297 4.1775975e+03 8.5521394e+00 3.0420476e-02 1.1721548e+02 3.7597022e-08 6.4889217e-05 8.7283159e-07
 298 4.1440673e+03 8.7261861e+00 3.0574030e-02 1.1765726e+02 3.7452730e-08 6.4314633e-05 8.8332343e-07
 299 4.1104380e+03 8.9013873e+00 3.0726882e-02 1.1806289e+02 3.7309284e-08 6.3743655e-05 8.9376223e-07
 300 4.0767173e+03 9.0776692e+00 3.0879027e-02 1.1843165e+02 3.7166667e-08 6.3176230e-05 9.0414838e-07
 301 4.0429196e+03 9.2551032e+00 3.1030465e-02 1.1876355e+02 3.7024887e-08 6.2612328e-05 9.1448163e-07
 302 4.0090599e+03 9.4334705e+00 3.1181192e-02 1.1905858e+02 3.6883927e-08 6.2051956e-05 9.2475821e-07
 303 3.9751454e+03 9.6128424e+00 3.1331208e-02 1.1931676e+02 3.6743779e-08 6.1495110e-05 9.3497314e-07
 304 3.9411909e+03 9.7931452e+00 3.1480511e-02 1.1953809e+02 3.6604448e-08 6.0941809e-05 9.4512179e-07
 305 3.9072109e+03 9.9743051e+00 3.1629102e-02 1.1972184e+02 3.6465921e-08 6.0392071e-05 9.5519951e-07
 306 3.8732057e+03 1.0156321e+01 3.1776980e-02 1.1986802e+02 3.6328193e-08 5.9845891e-05 9.6520134e-07
 307 3.8391972e+03 1.0339046e+01 3.1924146e-02 1.1997663e+02 3.6191247e-08 5.9303273e-05 9.7512241e-07
 308 3.8051926e+03 1.0522481e+01 3.2070601e-02 1.2004768e+02 3.6055101e-08 5.8764264e-05 9.8495853e-07
 309 3.7711996e+03 1.0706549e+01 3.2216346e-02 1.2008118e+02 3.5919735e-08 5.8228846e-05 9.9470451e-07
 310 3.7372181e+03 1.0891107e+01 3.2361385e-02 1.2007713e+02 3.5785136e-08 5.7697029e-05 1.0043556e-06
 311 3.7032774e+03 1.1076224e+01 3.2505719e-02 1.2003408e+02 3.5651314e-08 5.7168831e-05 1.0139071e-06
 312 3.6693703e+03 1.1261755e+01 3.2649352e-02 1.1995349e+02 3.5518254e-08 5.6644270e-05 1.0233545e-06
 313 3.6355187e+03 1.1447699e+01 3.2792287e-02 1.1983465e+02 3.5385952e-08 5.6123342e-05 1.0326928e-06
 314 3.6017299e+03 1.1633909e+01 3.2934529e-02 1.1967756e+02 3.5254394e-08 5.5606052e-05 1.0419170e-06
 315 3.5680042e+03 1.1820311e+01 3.3076082e-02 1.1948223e+02 3.5123597e-08 5.5092444e-05 1.0510230e-06
 316 3.5343634e+03 1.2006978e+01 3.3216952e-02 1.1924866e+02 3.4993524e-08 5.4582488e-05 1.0600054e-06
 317 3.5008147e+03 1.2193690e+01 3.3357144e-02 1.1897759e+02 3.4864189e-08 5.4076222e-05 1.0688599e-06
 318 3.4673730e+03 1.2380446e+01 3.3496664e-02 1.1866830e+02 3.4735591e-08 5.3573657e-05 1.0775818e-06
 319 3.4340382e+03 1.2567174e+01 3.3635519e-02 1.1832080e+02 3.4607715e-08 5.3074789e-05 1.0861660e-06
 320 3.4008177e+03 1.2753870e+01 3.3773716e-02 1.1793582e+02 3.4480547e-08 5.2579630e-05 1.0946079e-06
 321 3.3677406e+03 1.2940391e+01 3.3911263e-02 1.1751338e+02 3.4354099e-08 5.2088204e-05 1.1029028e-06
 322 3.3347925e+03 1.3126661e+01 3.4048168e-02 1.1705275e+02 3.4228356e-08 5.1600507e-05 1.1110459e-06
 323 3.3020026e+03 1.3312608e+01 3.4184440e-02 1.1655467e+02 3.4103304e-08 5.1116558e-05 1.1190325e-06
 324 3.2693636e+03 1.3498158e+01 3.4320087e-02 1.1601987e+02 3.3978953e-08 5.0636360e-05 1.1268577e-06
 325 3.2368973e+03 1.3683309e+01 3.4455119e-02 1.1544764e+02 3.3855283e-08 5.0159932e-05 1.1345169e-06
 326 3.2046040e+03 1.3867989e+01 3.4589547e-02 1.1483872e+02 3.3732302e-08 4.9687288e-05 1.1420054e-06
 327 3.1724980e+03 1.4052052e+01 3.4723380e-02 1.1419238e+02 3.3609990e-08 4.9218422e-05 1.1493183e-06
 328 3.1405868e+03 1.4235424e+01 3.4856629e-02 1.1350937e+02 3.3488356e-08 4.8753363e-05 1.1564510e-06
 329 3.1088777e+03 1.4418104e+01 3.4989307e-02 1.1279115e+02 3.3367379e-08 4.8292110e-05 1.1633986e-06
 330 3.0773853e+03 1.4599946e+01 3.5121423e-02 1.1203627e+02 3.3247068e-08 4.7834679e-05 1.1701565e-06
 331 3.0461095e+03 1.4780950e+01 3.5252992e-02 1.1124547e+02 3.3127407e-08 4.7381074e-05 1.1767197e-06
 332 3.0150649e+03 1.4961042e+01 3.5384025e-02 1.1041877e+02 3.3008393e-08 4.6931319e-05 1.1830839e-06
 333 2.9842517e+03 1.5140076e+01 3.5514536e-02 1.0955762e+02 3.2890021e-08 4.6485413e-05 1.1892440e-06
 334 2.9536844e+03 1.5318052e+01 3.5644537e-02 1.0866131e+02 3.2772284e-08 4.6043371e-05 1.1951954e-06
 335 2.9233773e+03 1.5494824e+01 3.5774044e-02 1.0773058e+02 3.2655177e-08 4.5605205e-05 1.2009334e-06
 336 2.8933307e+03 1.5670391e+01 3.5903069e-02 1.0676543e+02 3.2538687e-08 4.5170914e-05 1.2064528e-06
 337 2.8635519e+03 1.5844679e+01 3.6031629e-02 1.0576734e+02 3.2422823e-08 4.4740526e-05 1.2117495e-06
 338 2.8340480e+03 1.6017616e+01 3.6159736e-02 1.0473558e+02 3.2307565e-08 4.4314040e-05 1.2168183e-06
 339 2.8048336e+03 1.6189129e+01 3.6287408e-02 1.0367162e+02 3.2192920e-08 4.3891473e-05 1.2216547e-06
 340 2.7759159e+03 1.6359216e+01 3.6414660e-02 1.0257546e+02 3.2078873e-08 4.3472830e-05 1.2262538e-06
 341 2.7472950e+03 1.6527660e+01 3.6541508e-02 1.0144713e+02 3.1965422e-08 4.3058132e-05 1.2306112e-06
 342 2.7189781e+03 1.6694461e+01 3.6667968e-02 1.0028663e+02 3.1852560e-08 4.2647379e-05 1.2347217e-06
 343 2.6909726e+03 1.6859544e+01 3.6794058e-02 9.9095432e+01 3.1740282e-08 4.2240588e-05 1.2385808e-06
 344 2.6632784e+03 1.7022766e+01 3.6919793e-02 9.7872819e+01 3.1628574e-08 4.1837759e-05 1.2421835e-06
 345 2.6359029e+03 1.7184126e+01 3.7045193e-02 9.6619530e+01 3.1517447e-08 4.1438922e-05 1.2455255e-06
 346 2.6088531e+03 1.7343477e+01 3.7170273e-02 9.5335583e+01 3.1406886e-08 4.1044074e-05 1.2486018e-06
 347 2.5821293e+03 1.7500821e+01 3.7295054e-02 9.4021712e+01 3.1296882e-08 4.0653226e-05 1.2514076e-06
 348 2.5557386e+03 1.7655940e+01 3.7419551e-02 9.2677935e+01 3.1187425e-08 4.0266383e-05 1.2539379e-06
 349 2.5296954e+03 1.7808977e+01 3.7543785e-02 9.1306428e+01 3.1078526e-08 3.9883576e-05 1.2561887e-06
 350 2.5039998e+03 1.7959787e+01 3.7667774e-02 8.9906486e+01 3.0970162e-08 3.9504795e-05 1.2581546e-06
 351 2.4786661e+03 1.8108370e+01 3.7791536e-02 8.8479568e+01 3.0862344e-08 3.9130048e-05 1.2598346e-06
 352 2.4537017e+03 1.8254654e+01 3.7915091e-02 8.7026412e+01 3.0755058e-08 3.8759243e-05 1.2612403e-06
 353 2.4291065e+03 1.8398564e+01 3.8038459e-02 8.5547038e+01 3.0648302e-08 3.8392282e-05 1.2623869e-06
 354 2.4048878e+03 1.8540102e+01 3.8161659e-02 8.4043625e+01 3.0542075e-08 3.8029064e-05 1.2632898e-06
 355 2.3810600e+03 1.8679122e+01 3.8284711e-02 8.2515474e+01 3.0436370e-08 3.7669480e-05 1.2639637e-06
 356 2.3576160e+03 1.8815623e+01 3.8407634e-02 8.0963326e+01 3.0331186e-08 3.7313441e-05 1.2644242e-06
 357 2.3345629e+03 1.8949533e+01 3.8530451e-02 7.9387920e+01 3.0226522e-08 3.6960838e-05 1.2646863e-06
 358 2.3119079e+03 1.9080780e+01 3.8653179e-02 7.7789997e+01 3.0122366e-08 3.6611569e-05 1.2647650e-06
 359 2.2896511e+03 1.9209220e+01 3.8775842e-02 7.6169577e+01 3.0018729e-08 3.6265537e-05 1.2646758e-06
 360 2.2677925e+03 1.9334851e+01 3.8898458e-02 7.4528120e+01 2.9915599e-08 3.5922637e-05 1.2644336e-06
 361 2.2463392e+03 1.9457602e+01 3.9021049e-02 7.2864641e+01 2.9812968e-08 3.5582773e-05 1.2640538e-06
 362 2.2252913e+03 1.9577401e+01 3.9143636e-02 7.1180958e+01 2.9710847e-08 3.5245838e-05 1.2635513e-06
 363 2.2046631e+03 1.9694174e+01 3.9266240e-02 6.9477668e+01 2.9609222e-08 3.4911735e-05 1.2629416e-06
 364 2.1844403e+03 1.9807923e+01 3.9388882e-02 6.7755438e+01 2.9508095e-08 3.4580368e-05 1.2622398e-06
 365 2.1646444e+03 1.9918575e+01 3.9511584e-02 6.6015080e+01 2.9407454e-08 3.4251619e-05 1.2614605e-06
 366 2.1452682e+03 2.0026057e+01 3.9634365e-02 6.4257405e+01 2.9307314e-08 3.3925403e-05 1.2606196e-06
 367 2.1263188e+03 2.0130370e+01 3.9757249e-02 6.2483082e+01 2.9207648e-08 3.3601611e-05 1.2597319e-06
 368 2.1077962e+03 2.0231370e+01 3.9880256e-02 6.0692993e+01 2.9108472e-08 3.3280146e-05 1.2588127e-06
 369 2.0897005e+03 2.0329201e+01 4.0003408e-02 5.8887878e+01 2.9009775e-08 3.2960903e-05 1.2578769e-06
 370 2.0720458e+03 2.0423575e+01 4.0126726e-02 5.7068403e+01 2.8911556e-08 3.2643784e-05 1.2569400e-06
 371 2.0548178e+03 2.0514707e+01 4.0250231e-02 5.5235453e+01 2.8813811e-08 3.2328684e-05 1.2560169e-06
 372 2.0380309e+03 2.0602311e+01 4.0373945e-02 5.3389694e+01 2.8716535e-08 3.2015507e-05 1.2551230e-06
 373 2.0216778e+03 2.0686530e+01 4.0497890e-02 5.1531937e+01 2.8619727e-08 3.1704150e-05 1.2542733e-06
 374 2.0057655e+03 2.0767293e+01 4.0622085e-02 4.9662991e+01 2.8523378e-08 3.1394503e-05 1.2534826e-06
 375 1.9902870e+03 2.0844527e+01 4.0746554e-02 4.7783453e+01 2.8427502e-08 3.1086481e-05 1.2527669e-06
 376 1.9752493e+03 2.0918162e+01 4.0871316e-02 4.5894203e+01 2.8332071e-08 3.0779970e-05 1.2521406e-06
 377 1.9606594e+03 2.0988198e+01 4.0996394e-02 4.3995909e+01 2.8237103e-08 3.0474880e-05 1.2516193e-06
 378 1.9465031e+03 2.1054564e+01 4.1121807e-02 4.2089309e+01 2.8142584e-08 3.0171097e-05 1.2512178e-06
 379 1.9327945e+03 2.1117187e+01 4.1247578e-02 4.0175212e+01 2.8048515e-08 2.9868533e-05 1.2509518e-06
 380 1.9195336e+03 2.1176069e+01 4.1373725e-02 3.8254355e+01 2.7954887e-08 2.9567071e-05 1.2508356e-06
 381 1.9067131e+03 2.1231211e+01 4.1500272e-02 3.6327406e+01 2.7861705e-08 2.9266625e-05 1.2508851e-06
 382 1.8943402e+03 2.1282397e+01 4.1627237e-02 3.4395172e+01 2.7768963e-08 2.8967094e-05 1.2511155e-06
 383 1.8824146e+03 2.1329843e+01 4.1754642e-02 3.2458462e+01 2.7676652e-08 2.8668359e-05 1.2515411e-06
 384 1.8709292e+03 2.1373407e+01 4.1882505e-02 3.0518157e+01 2.7584778e-08 2.8370339e-05 1.2521780e-06
 385 1.8598838e+03 2.1413090e+01 4.2010847e-02 2.8574992e+01 2.7493339e-08 2.8072928e-05 1.2530410e-06
 386 1.8492856e+03 2.1448963e+01 4.2139688e-02 2.6629919e+01 2.7402314e-08 2.7776014e-05 1.2541448e-06
 387 1.8391343e+03 2.1480956e+01 4.2269047e-02 2.4683674e+01 2.7311721e-08 2.7479508e-05 1.2555053e-06
 388 1.8294157e+03 2.1509141e+01 4.2398943e-02 2.2737134e+01 2.7221546e-08 2.7183305e-05 1.2571372e-06
 389 1.8201366e+03 2.1533447e+01 4.2529397e-02 2.0791108e+01 2.7131789e-08 2.6887305e-05 1.2590558e-06
 390 1.8112971e+03 2.1553875e+01 4.2660425e-02 1.8846401e+01 2.7042441e-08 2.6591401e-05 1.2612760e-06
 391 1.8028970e+03 2.1570427e+01 4.2792047e-02 1.6903820e+01 2.6953509e-08 2.6295502e-05 1.2638134e-06
 392 1.7949218e+03 2.1583032e+01 4.2924280e-02 1.4964170e+01 2.6864989e-08 2.5999500e-05 1.2666828e-06
 393 1.7873857e+03 2.1591761e+01 4.3057145e-02 1.3028186e+01 2.6776861e-08 2.5703295e-05 1.2698994e-06
 394 1.7802743e+03 2.1596545e+01 4.3190656e-02 1.1096602e+01 2.6689143e-08 2.5406789e-05 1.2734785e-06
 395 1.7735875e+03 2.1597315e+01 4.3324833e-02 9.1702928e+00 2.6601822e-08 2.5109876e-05 1.2774351e-06
 396 1.7673252e+03 2.1594212e+01 4.3459692e-02 7.2499853e+00 2.6514891e-08 2.4812458e-05 1.2817842e-06
 397 1.7614799e+03 2.1587097e+01 4.3595250e-02 5.3364691e+00 2.6428359e-08 2.4514435e-05 1.2865413e-06
 398 1.7560589e+03 2.1576041e+01 4.3731523e-02 3.4304834e+00 2.6342215e-08 2.4215703e-05 1.2917213e-06
 399 1.7510546e+03 2.1560975e+01 4.3868528e-02 1.5328031e+00 2.6256454e-08 2.3916165e-05 1.2973395e-06
 400 1.7464671e+03 2.1542043e+01 4.4006279e-02 -3.5581607e-01 2.6171078e-08 2.3615719e-05 1.3034110e-06
 401 1.7422961e+03 2.1519104e+01 4.4144793e-02 -2.2346237e+00 2.6086076e-08 2.3314292e-05 1.3099436e-06
 402 1.7385343e+03 2.1492230e+01 4.4284084e-02 -4.1028552e+00 2.6001457e-08 2.3011974e-05 1.3169187e-06
 403 1.7351815e+03 2.1461495e+01 4.4424168e-02 -5.9597727e+00 2.5917212e-08 2.2708872e-05 1.3243095e-06
 404 1.7322376e+03 2.1426828e+01 4.4565057e-02 -7.8045931e+00 2.5833343e-08 2.2405103e-05 1.3320902e-06
 405 1.7296881e+03 2.1388232e+01 4.4706766e-02 -9.6365765e+00 2.5749849e-08 2.2100782e-05 1.3402343e-06
 406 1.7275328e+03 2.1345852e+01 4.4849308e-02 -1.1455048e+01 2.5666724e-08 2.1796017e-05 1.3487155e-06
 407 1.7257715e+03 2.1299616e+01 4.4992696e-02 -1.3259140e+01 2.5583967e-08 2.1490924e-05 1.3575074e-06
 408 1.7243970e+03 2.1249457e+01 4.5136942e-02 -1.5048128e+01 2.5501573e-08 2.1185621e-05 1.3665842e-06
 409 1.7233947e+03 2.1195590e+01 4.5282059e-02 -1.6821290e+01 2.5419553e-08 2.0880221e-05 1.3759196e-06
 410 1.7227787e+03 2.1137945e+01 4.5428057e-02 -1.8577831e+01 2.5337895e-08 2.0574835e-05 1.3854871e-06
 411 1.7225204e+03 2.1076525e+01 4.5574948e-02 -2.0317242e+01 2.5256599e-08 2.0269579e-05 1.3952606e-06
 412 1.7226338e+03 2.1011403e+01 4.5722742e-02 -2.2038729e+01 2.5175666e-08 1.9964567e-05 1.4052139e-06
 413 1.7231114e+03 2.0942581e+01 4.5871451e-02 -2.3741785e+01 2.5095088e-08 1.9659910e-05 1.4153205e-06
 414 1.7239461e+03 2.0870132e+01 4.6021081e-02 -2.5425687e+01 2.5014872e-08 1.9355725e-05 1.4255545e-06
